paper_id,claim_id,claim_statement,claim_polarity,packet_status,packet_quality_score,reconciliation_disposition,reconciliation_effective_weight_ppm,odracir_assertion_id,sciengram_local_assertion_id,sciengram_canonical_claim_id,sciengram_canonical_statement,sciengram_alignment_confidence,sciengram_relation_observation_count,sciengram_has_belief_state
1_15,clm_46cb89bee0a13cb88f4a508d,"Larger pretraining data sizes yield superior pretrained embeddings and improved downstream task performance, but cellular context alignment is also important.",positive,provisional,0.9087,deferred,318045,ga_21c509529aea9a3c6978cca2,local:1-15:paper-assertion:clm-46cb89bee0a13cb88f4a508d,claim:861c1137a5f801af708d,larger pretraining data size yield superior pretrained embedding and improved downstream task performance but cellular context alignment is also important.,1.0,0,False
1_15,clm_5bfa0bd7454fe8c1ca0ac1a1,scGPT outperforms Seurat (v.4) and scGLUE in multi-omic integration.,positive,provisional,0.9087,deferred,318045,ga_48c577189dd972cde9a2a076,local:1-15:paper-assertion:clm-5bfa0bd7454fe8c1ca0ac1a1,claim:3546221075dd053ed184,scgpt outperform seurat v.4 and scglue in multi-omic integration.,1.0,0,False
1_15,clm_63579304bf80cce24bea1d76,scGPT outperforms TOSICA and scBERT in cell type annotation across multiple datasets.,positive,provisional,0.9087,deferred,318045,ga_2c76721457c5e5afd96b32fd,local:1-15:paper-assertion:clm-63579304bf80cce24bea1d76,claim:e39aeb64cb0485ab6842,scgpt outperform tosica and scbert in cell type annotation across multiple dataset.,1.0,0,False
1_15,clm_649709b62d7472e109af28d0,scGPT outperforms GEARS in perturbation prediction.,positive,provisional,0.9087,deferred,318045,ga_d6b769305074699ecb9b3615,local:1-15:paper-assertion:clm-649709b62d7472e109af28d0,claim:0a74fb1d9496436d6388,scgpt outperform gear in perturbation prediction.,1.0,0,False
1_15,clm_b25440d526af239993b76e8b,scGPT captures gene networks that align with known functional groups and identifies cell-type-specific gene programs.,positive,provisional,0.9087,deferred,318045,ga_3b4a65e50c513590aa80947d,local:1-15:paper-assertion:clm-b25440d526af239993b76e8b,claim:d48834c31f930d5e2ef9,scgpt capture gene network that align with known functional group and identify cell-type-specific gene program.,1.0,0,False
1_16,clm_8cd2153f0a806e987ee28f17,"scFoundation is a large-scale foundation model with 100 million parameters pretrained on over 50 million human single-cell transcriptomic profiles, covering about 20,000 genes, and achieves state-of-the-art performance across diverse downstream tasks including gene expression enhancement, drug response prediction, perturbation prediction, and cell type annotation.",positive,provisional,0.9364,deferred,327740,ga_4a088ff1b0057813dff698b8,local:1-16:paper-assertion:clm-8cd2153f0a806e987ee28f17,claim:e9fbbbd7a18a4c1f7fb8,scfoundation is a large-scale foundation model with 100 million parameter pretrained on over 50 million human single-cell transcriptomic profile covering about 20 000 gene and achieve state-of-the-art performance across diverse downstream task including gene expression enhancement drug response prediction perturbation prediction and cell type annotation.,1.0,0,False
1_16,clm_aa96d016d7848ec34ba3f9f7,"scFoundation achieved the highest macro F1 score on cell type annotation tasks (Zheng68K and TM datasets), with particular improvements in rare cell types.",positive,provisional,0.9364,deferred,327740,ga_573984ecf1ee695ebf447418,local:1-16:paper-assertion:clm-aa96d016d7848ec34ba3f9f7,claim:1d8da9cb4736ea537e23,scfoundation achieved the highest macro f1 score on cell type annotation task zheng68k and tm dataset with particular improvement in rare cell type.,1.0,0,False
1_16,clm_b75381bb62683fe05e390e46,"scFoundation-based model for drug response prediction achieved high Pearson and Spearman correlations, with higher clustering scores (CH, SIL) compared to gene expression baseline, and enabled better transfer between bulk and single-cell data.",positive,provisional,0.9364,deferred,327740,ga_1f8011d755d31592d8996a60,local:1-16:paper-assertion:clm-b75381bb62683fe05e390e46,claim:21d5b4d107f62b35983d,scfoundation-based model for drug response prediction achieved high pearson and spearman correlation with higher clustering score ch sil compared to gene expression baseline and enabled better transfer between bulk and single-cell data.,1.0,0,False
1_16,clm_be46c96a76542e39950f3e39,"scFoundation gene context embeddings improve GEARS perturbation prediction performance, reducing MSE and better capturing top differential expression magnitude.",positive,provisional,0.9364,deferred,327740,ga_f7d4708ec275e33a84ac0100,local:1-16:paper-assertion:clm-be46c96a76542e39950f3e39,claim:a73413d98046d5b65aa9,scfoundation gene context embedding improve gear perturbation prediction performance reducing mse and better capturing top differential expression magnitude.,1.0,0,False
1_16,clm_e04a5685ab3c6b6aa9e61f09,"scFoundation outperformed imputation methods MAGIC, SAVER, scImpute, and scVI in clustering metrics NMI, ARI, and SIL on a human pancreatic islet dataset when T/S fold change was greater than 1.",positive,provisional,0.9364,deferred,327740,ga_28d20c5b1ca2bfc47374a168,local:1-16:paper-assertion:clm-e04a5685ab3c6b6aa9e61f09,claim:b2709b050577e21639fd,scfoundation outperformed imputation method magic saver scimpute and scvi in clustering metric nmi ari and sil on a human pancreatic islet dataset when t s fold change was greater than 1.,1.0,0,False
1_17,clm_0ffd102d2225f83ac642771e,"scDCA utilizes less than 1% of the parameters required by naive fine-tuning, resulting in a faster and more memory-efficient procedure.",positive,provisional,0.8992,excluded_invalid,0,ga_d0362e5868a7cc8294b0f230,local:1-17:paper-assertion:clm-0ffd102d2225f83ac642771e,claim:796521c1059256fc21c8,scdca utilize less than 1 of the parameter required by naive fine-tuning resulting in a faster and more memory-efficient procedure.,1.0,0,False
1_17,clm_707aafed726d69dd0547c961,"scDCA consistently outperforms naive fine-tuning of scGPT across all tasks, with the performance gap widening for more challenging tasks such as few-shot and zero-shot settings.",positive,provisional,0.8992,deferred,314720,ga_3c56a4ffaf9cd3966a0d054a,local:1-17:paper-assertion:clm-707aafed726d69dd0547c961,claim:ad4b0d510ad917bbae82,scdca consistently outperform naive fine-tuning of scgpt across all task with the performance gap widening for more challenging task such as few-shot and zero-shot setting.,1.0,0,False
1_17,clm_b6256108f63b499eacad13dd,"scDCA outperforms all baseline methods (ChemCPA, BioLORD, SAMS-VAE) across all tasks, with particularly notable improvements in unseen cell line prediction (zero-shot and few-shot).",positive,provisional,0.8992,deferred,314720,ga_6008b65e7c66d343b0054892,local:1-17:paper-assertion:clm-b6256108f63b499eacad13dd,claim:59e21ee14b9a8f103c17,scdca outperform all baseline method chemcpa biolord sams-vae across all task with particularly notable improvement in unseen cell line prediction zero-shot and few-shot,1.0,0,False
1_18,clm_13484db3363d700e61c2bf49,GeneCompass accurately simulates cell reprogramming: in silico overexpression of OSKM genes in fibroblasts shifts cells towards an iPSC state in a dose-dependent manner.,positive,provisional,0.9378,deferred,328230,ga_f6a90b0824396d1583a69fbe,local:1-18:paper-assertion:clm-13484db3363d700e61c2bf49,claim:b46349e0bc65c4faba76,genecompass accurately simulate cell reprogramming in silico overexpression of oskm gene in fibroblast shift cell toward an ipsc state in a dose-dependent manner.,1.0,0,False
1_18,clm_32d2e83064264d84063f3cce,"GeneCompass identifies NR2F1, NR5A1, WT1, TCF21, and GATA4 as key candidate transcription factors driving human ESC differentiation to gonadal lineage.",positive,provisional,0.9378,deferred,328230,ga_f2486289b206e34515d42f58,local:1-18:paper-assertion:clm-32d2e83064264d84063f3cce,claim:e05d47eac1b9ddfe0b39,genecompass identify nr2f1 nr5a1 wt1 tcf21 and gata4 as key candidate transcription factor driving human esc differentiation to gonadal lineage.,1.0,0,False
1_18,clm_3eb954710039a4f9126d2286,"Experimental validation confirms NR5A1 and GATA4 overexpression in hESCs activates gonadal gene programs, demonstrating GeneCompass's ability to predict key regulators of cell fate.",positive,provisional,0.9378,deferred,328230,ga_36dc1027cd6016a8d7858c8c,local:1-18:paper-assertion:clm-3eb954710039a4f9126d2286,claim:cfec9dd075a5393fc378,experimental validation confirm nr5a1 and gata4 overexpression in hesc activate gonadal gene program demonstrating genecompass s ability to predict key regulator of cell fate.,1.0,0,False
1_18,clm_56e8e2ed85acea0fa7f34a21,"GeneCompass gene embedding improves gene perturbation prediction compared to GEARS, with 15.4% lower MSE in top 20 DEGs, 2.2% higher Spearman correlation, 13.7% fewer incorrectly directed DEGs, and deviation reductions of 5.9% and 12.5% for one- and two-gene perturbations respectively.",positive,provisional,0.9378,deferred,328230,ga_838d9eed5bb1d9875f1603f2,local:1-18:paper-assertion:clm-56e8e2ed85acea0fa7f34a21,claim:a94228e3d67510df3c6c,genecompass gene embedding improve gene perturbation prediction compared to gear with 15.4 lower mse in top 20 degs 2.2 higher spearman correlation 13.7 fewer incorrectly directed degs and deviation reduction of 5.9 and 12.5 for one- and two-gene perturbation respectively.,1.0,0,False
1_18,clm_7252bb42ddc1f4764e497fe3,"GeneCompass integrates four types of prior biological knowledge (promoter, GRN, gene family, and co-expression) into its pre-training to enhance understanding of gene regulatory mechanisms.",positive,provisional,0.9378,excluded_invalid,0,ga_5606f8de233252b154ecbe59,local:1-18:paper-assertion:clm-7252bb42ddc1f4764e497fe3,claim:f87c8187fde236135322,genecompass integrate four type of prior biological knowledge promoter grn gene family and co-expression into its pre-training to enhance understanding of gene regulatory mechanism.,1.0,0,False
1_18,clm_900ae51f9fc8f8e566f45f7d,"GeneCompass gene embedding in DeepCE improves drug-induced gene expression profiling, with performance comparable to Geneformer and better than other pre-trained models.",positive,provisional,0.9378,deferred,328230,ga_066fea8c150844f1e667337e,local:1-18:paper-assertion:clm-900ae51f9fc8f8e566f45f7d,claim:6af4f0283331bf430233,genecompass gene embedding in deepce improve drug-induced gene expression profiling with performance comparable to geneformer and better than other pre-trained model.,1.0,0,False
1_18,clm_ac2cab057655e16de6f220c6,"GeneCompass achieves AUROC of 0.95 in gene dosage sensitivity prediction, outperforming Geneformer.",positive,provisional,0.9378,deferred,328230,ga_1fabf2893a3292ddec2ca96b,local:1-18:paper-assertion:clm-ac2cab057655e16de6f220c6,claim:b71f430dd39e81db84b3,genecompass achieve auroc of 0.95 in gene dosage sensitivity prediction outperforming geneformer.,1.0,0,False
1_18,clm_bd51e58a9c960a201679805e,"GeneCompass embedding improves GRN inference, achieving best AUPRC among GeneCompass, scGPT, Geneformer, and vanilla DeepSEM on ChIP-Seq ground truth.",positive,provisional,0.9378,deferred,328230,ga_e044919622c5026ef2d5124f,local:1-18:paper-assertion:clm-bd51e58a9c960a201679805e,claim:7f9dc5555e1d3ee76760,genecompass embedding improve grn inference achieving best auprc among genecompass scgpt geneformer and vanilla deepsem on chip-seq ground truth.,1.0,0,False
1_18,clm_bf7ed7f2bf3f6987d0e1b0c1,"GeneCompass is a knowledge-informed cross-species foundation model pre-trained on scCompass-126M, the largest corpus encompassing over 120 million human and mouse single-cell transcriptomes, with 101,768,420 cells used after preprocessing.",positive,provisional,0.9378,deferred,328230,ga_a737d688db04c4fbe5cc7a22,local:1-18:paper-assertion:clm-bf7ed7f2bf3f6987d0e1b0c1,claim:ae055a13d4ede32cba00,genecompass is a knowledge-informed cross-specy foundation model pre-trained on sccompass-126m the largest corpus encompassing over 120 million human and mouse single-cell transcriptome with 101 768 420 cell used after preprocessing.,1.0,0,False
1_18,clm_c3315b59f7dc5797eb50faa7,"GeneCompass gene embeddings reflect homology information: homologous genes have higher cosine similarity than non-homologous genes, and different gene embeddings within a cell are distinguishable.",positive,provisional,0.9378,deferred,328230,ga_64a13702a84c901691e88742,local:1-18:paper-assertion:clm-c3315b59f7dc5797eb50faa7,claim:1bee6478ab919e663e03,genecompass gene embedding reflect homology information homologous gene have higher cosine similarity than non-homologous gene and different gene embedding within a cell are distinguishable.,1.0,0,False
1_18,clm_d859112ea98efd9f9f8157dd,"GeneCompass gene embedding in CPA framework achieves top performance comparable to Geneformer for drug dose response prediction (MDM2 expression), with lower variance across drug conditions.",positive,provisional,0.9378,deferred,328230,ga_ab22747fa9fe41681766643c,local:1-18:paper-assertion:clm-d859112ea98efd9f9f8157dd,claim:08d0b9469b672f2737fc,genecompass gene embedding in cpa framework achieve top performance comparable to geneformer for drug dose response prediction mdm2 expression with lower variance across drug condition.,1.0,0,False
1_19,clm_50e0aa565366cf2b3f0d25d2,No single method performs well across all datasets in the cellular context generalization scenario.,negative,provisional,0.8727,deferred,305445,ga_e62c4cae3d20c80d8718047a,local:1-19:paper-assertion:clm-50e0aa565366cf2b3f0d25d2,claim:e85d94cf6ec693b5cee5,single method perform well across all dataset in the cellular context generalization scenario.,1.0,0,False
1_19,clm_cf4fffa61e81fce561f495c0,No single method performs well across all datasets in the perturbation generalization scenario.,negative,provisional,0.8727,deferred,305445,ga_d6f10c8d88d3e9c10008a65d,local:1-19:paper-assertion:clm-cf4fffa61e81fce561f495c0,claim:041d5f3a1a1d9d8c52ed,single method perform well across all dataset in the perturbation generalization scenario.,1.0,0,False
1_20,clm_38ba91962ef4049d6d0b26b3,The Mosaic platform reduces batch effects and enables parallel profiling of thousands of conditions at single-cell resolution.,positive,provisional,0.8897,deferred,311395,ga_de09db8a158b734559b7b6c0,local:1-20:paper-assertion:clm-38ba91962ef4049d6d0b26b3,claim:d621bbc57324748ba34f,the mosaic platform reduce batch effect and enable parallel profiling of thousand of condition at single-cell resolution.,1.0,0,False
1_20,clm_56b452ccf9ed7a0d1e0127e4,Cell line identity and cell cycle phase are the major factors driving stratification in the Tahoe-100M transcriptomic data.,positive,provisional,0.8897,excluded_invalid,0,ga_39422e58cec8897a86ba74e7,local:1-20:paper-assertion:clm-56b452ccf9ed7a0d1e0127e4,claim:e49f0d55992ed0820dd2,cell line identity and cell cycle phase are the major factor driving stratification in the tahoe-100m transcriptomic data.,1.0,0,False
1_20,clm_6fe4d26929e6a2d8c21d2e03,Dabrafenib elicits a stronger transcriptomic response in BRAF-mutated cell lines compared to KRAS-mutated or wild-type lines.,positive,provisional,0.8897,deferred,311395,ga_a2a84280688a44cd5ff7bb1c,local:1-20:paper-assertion:clm-6fe4d26929e6a2d8c21d2e03,claim:e78b29e9c2e9872d9d0c,dabrafenib elicit a stronger transcriptomic response in braf-mutated cell line compared to kras-mutated or wild-type line.,1.0,0,False
1_20,clm_c9699278f381a717eec62b8d,"Tahoe-100M is the largest single-cell dataset to date, enabling AI-driven models to learn context-dependent gene functions.",positive,provisional,0.8897,deferred,311395,ga_08884c2b6a890d3e04246bcf,local:1-20:paper-assertion:clm-c9699278f381a717eec62b8d,claim:d67a5dc14d6c7420e650,tahoe-100m is the largest single-cell dataset to date enabling ai-driven model to learn context-dependent gene function.,1.0,0,False
1_20,clm_d3c780ee0ab939a9cdc06de2,RMC-6236 shows a greater transcriptomic effect in KRAS-mutated cell lines than in wild-type lines.,positive,provisional,0.8897,deferred,311395,ga_cdf302c614347d786b3dce50,local:1-20:paper-assertion:clm-d3c780ee0ab939a9cdc06de2,claim:eba60dd2c4c56294b614,rmc-6236 show a greater transcriptomic effect in kras-mutated cell line than in wild-type line.,1.0,0,False
